@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 17\nSize of the tree: 33\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,311,35,0,89.884393,10.115607,0,0.779926,0.08101,0.184878,35.338139,54.622493,418.068304,111.960521,306.107783,1.20829,0.323585,0.884705,301.845228,0.872385,72.199979,0.950413,230,0.057692,6,0.942308,98,0.049587,12,0.974576,0.950413,0.962343,0.878998,0.991815,0.995333,0.898844,0.062914,0.937086,0.101156,0.912796,0.898844,0.893064,0.825678,0.987152,0.955899,0.715743,0.898844,0.001,0.023,0,0.015625,0,15.625,120675,118910,30850,100,39.956647,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,308,38,0,89.017341,10.982659,0,0.762328,0.077832,0.18307,33.951714,54.088298,418.068304,108.392994,309.67531,1.20829,0.313275,0.895015,307.221191,0.887923,73.485885,0.942149,228,0.067308,7,0.932692,97,0.057851,14,0.970213,0.942149,0.955975,0.859326,0.991477,0.995465,0.890173,0.070579,0.929421,0.109827,0.904904,0.890173,0.885189,0.80691,0.985831,0.950475,0.714304,0.890173,0.001,0.023,0,0.03125,0,31.25,120675,118910,30850,100,38.656069,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,316,30,0,91.32948,8.67052,0,0.808041,0.079276,0.184642,34.581907,54.552807,418.068304,110.073738,307.994566,1.20829,0.318132,0.890158,304.499829,0.880057,72.834947,0.966942,234,0.067308,7,0.932692,97,0.033058,8,0.970954,0.966942,0.968944,0.897196,0.99255,0.995941,0.913295,0.066104,0.933896,0.086705,0.924647,0.913295,0.905994,0.848989,0.985951,0.942835,0.740899,0.913295,0,0.023,0,0.015625,0,15.625,120675,118910,30850,100,38.728324,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,314,31,0,91.014493,8.985507,0,0.801555,0.078636,0.182901,34.384378,54.209912,413.465974,107.527416,305.938558,1.198452,0.311674,0.886778,303.042923,0.878385,73.293316,0.958678,232,0.058252,6,0.941748,97,0.041322,10,0.97479,0.958678,0.966667,0.890827,0.99338,0.996488,0.910145,0.061681,0.938319,0.089855,0.924194,0.910145,0.904103,0.843913,0.987419,0.94708,0.731095,0.910145,0.001,0.023,0.015625,0.015625,15.625,15.625,120760,118995,30765,100,38.26087,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,320,25,0,92.753623,7.246377,0,0.842604,0.080665,0.185302,35.24088,54.858277,415.901949,111.933277,303.968672,1.205513,0.324444,0.881069,301.747703,0.874631,72.552606,0.958678,232,0.029126,3,0.970874,100,0.041322,10,0.987234,0.958678,0.972746,0.912787,0.991856,0.995775,0.927536,0.037741,0.962259,0.072464,0.938406,0.927536,0.924281,0.87645,0.986425,0.944959,0.797805,0.927536,0,0.022,0,0.03125,0,31.25,120760,118995,30765,100,39.42029,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,311,35,0,89.884393,10.115607,0,0.780731,0.080865,0.187014,35.275119,55.253525,418.068304,111.845347,306.222958,1.20829,0.323252,0.885037,302.481987,0.874225,72.352289,0.950413,230,0.038462,4,0.961538,100,0.049587,12,0.982906,0.950413,0.966387,0.893674,0.993941,0.996586,0.898844,0.051118,0.948882,0.101156,0.915157,0.898844,0.89264,0.833663,0.987515,0.944744,0.689488,0.898844,0,0.023,0,0.015625,0,15.625,120675,118910,30850,100,38.656069,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,310,36,0,89.595376,10.404624,0,0.771847,0.086933,0.194848,37.92193,57.567974,418.068304,121.294563,296.773741,1.20829,0.350562,0.857728,292.16239,0.8444,69.883889,0.950413,230,0.086538,9,0.913462,95,0.049587,12,0.962343,0.950413,0.956341,0.857007,0.987703,0.993434,0.895954,0.081444,0.918556,0.104046,0.899657,0.895954,0.890138,0.809208,0.980998,0.939329,0.728977,0.895954,0.001,0.023,0,0.03125,0,31.25,120675,118910,30850,100,39.523121,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,315,31,0,91.040462,8.959538,0,0.803898,0.073064,0.175741,31.872077,51.922778,418.068304,101.269545,316.798759,1.20829,0.292687,0.915603,314.164938,0.907991,75.146797,0.958678,232,0.057692,6,0.942308,98,0.041322,10,0.97479,0.958678,0.966667,0.891542,0.994179,0.996791,0.910405,0.060319,0.939681,0.089595,0.921791,0.910405,0.905695,0.844886,0.988412,0.952665,0.753108,0.910405,0,0.023,0,0.015625,0,15.625,120675,118910,30850,100,38.367052,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,313,32,0,90.724638,9.275362,0,0.797494,0.08052,0.18538,35.207959,54.944737,413.465974,111.014471,302.451503,1.198452,0.321781,0.876671,298.527567,0.865297,72.201242,0.950413,230,0.048544,5,0.951456,98,0.049587,12,0.978723,0.950413,0.964361,0.885604,0.992117,0.99557,0.907246,0.055817,0.944183,0.092754,0.921826,0.907246,0.900042,0.837594,0.987059,0.952955,0.720113,0.907246,0,0.02,0,0.015625,0,15.625,120760,118995,30765,100,39.347826,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,318,27,0,92.173913,7.826087,0,0.830201,0.081824,0.186549,35.747261,55.227558,415.901949,114.325674,301.576275,1.205513,0.331379,0.874134,300.367163,0.870629,72.220667,0.954545,231,0.038835,4,0.961165,99,0.045455,11,0.982979,0.954545,0.968553,0.899196,0.990191,0.994839,0.921739,0.04538,0.95462,0.078261,0.930152,0.921739,0.920441,0.863193,0.984754,0.941885,0.812446,0.921739,0,0.025,0,0.03125,0,31.25,120760,118995,30765,100,39.275362,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,313,33,0,90.462428,9.537572,0,0.788045,0.078698,0.185033,34.32983,54.668101,418.068304,111.013034,307.05527,1.20829,0.320847,0.887443,305.074005,0.881717,72.972288,0.958678,232,0.105769,11,0.894231,93,0.041322,10,0.954733,0.958678,0.956701,0.855274,0.988835,0.994498,0.904624,0.092178,0.907822,0.095376,0.913328,0.904624,0.900818,0.820085,0.983273,0.941309,0.777107,0.904624,0,0.02,0,0.015625,0,15.625,120675,118910,30850,100,38.583815,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,315,31,0,91.040462,8.959538,0,0.806327,0.081588,0.188169,35.590216,55.594887,418.068304,113.696027,304.372277,1.20829,0.328601,0.879689,300.058059,0.86722,71.772496,0.946281,229,0.057692,6,0.942308,98,0.053719,13,0.974468,0.946281,0.960168,0.87283,0.990881,0.995063,0.910405,0.060319,0.939681,0.089595,0.922192,0.910405,0.908121,0.837875,0.983384,0.939266,0.796299,0.910405,0,0.02,0,0.03125,0,31.25,120675,118910,30850,100,39.66763,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,307,39,0,88.728324,11.271676,0,0.757403,0.083032,0.190951,36.220409,56.416838,418.068304,115.919923,302.148381,1.20829,0.335029,0.873261,298.192049,0.861827,71.326156,0.938017,227,0.048077,5,0.951923,99,0.061983,15,0.978448,0.938017,0.957806,0.868137,0.993643,0.996304,0.887283,0.059611,0.940389,0.112717,0.905349,0.887283,0.882096,0.809835,0.985905,0.93926,0.67649,0.887283,0,0.025,0,0.015625,0,15.625,120675,118910,30850,100,38.800578,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,309,36,0,89.565217,10.434783,0,0.775134,0.08617,0.199024,37.646192,58.920787,415.901949,125.480846,290.421103,1.205513,0.363713,0.8418,290.143412,0.840995,69.762456,0.933884,226,0.058252,6,0.941748,97,0.066116,16,0.974138,0.933884,0.953586,0.853817,0.98317,0.991591,0.895652,0.064732,0.935268,0.104348,0.908555,0.895652,0.893458,0.812726,0.976719,0.930514,0.759327,0.895652,0,0.025,0,0.03125,0,31.25,120760,118995,30765,100,38.985507,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,316,29,0,91.594203,8.405797,0,0.814705,0.074869,0.177798,32.737218,52.697467,413.465974,102.646775,310.8192,1.198452,0.297527,0.900925,306.907517,0.889587,74.227998,0.96281,233,0.038835,4,0.961165,99,0.03719,9,0.983122,0.96281,0.97286,0.911802,0.994163,0.996627,0.915942,0.048061,0.951939,0.084058,0.931225,0.915942,0.907373,0.859608,0.989602,0.958265,0.708929,0.915942,0,0.025,0,0.03125,0,31.25,120760,118995,30765,100,38.478261,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,307,39,0,88.728324,11.271676,0,0.754784,0.0865,0.19603,37.732872,57.917211,418.068304,122.942944,295.12536,1.20829,0.355326,0.852963,291.975973,0.843861,69.839299,0.946281,229,0.067308,7,0.932692,97,0.053719,13,0.970339,0.946281,0.958159,0.865461,0.988795,0.994074,0.887283,0.071407,0.928593,0.112717,0.903357,0.887283,0.876829,0.802099,0.981745,0.929603,0.658822,0.887283,0,0.028,0,0.015625,0,15.625,120675,118910,30850,100,39.66763,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,323,23,0,93.352601,6.647399,0,0.856305,0.079276,0.184603,34.581907,54.541251,418.068304,109.705293,308.363011,1.20829,0.317067,0.891223,304.048445,0.878753,72.726978,0.958678,232,0.028846,3,0.971154,101,0.041322,10,0.987234,0.958678,0.972746,0.913342,0.995172,0.997181,0.933526,0.036722,0.963278,0.066474,0.943722,0.933526,0.931689,0.883965,0.987888,0.94258,0.838728,0.933526,0,0.023,0,0.015625,0,15.625,120675,118910,30850,100,38.150289,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,309,37,0,89.306358,10.693642,0,0.763971,0.084766,0.192497,36.97664,56.873477,418.068304,119.555419,298.512885,1.20829,0.345536,0.862754,292.852082,0.846393,70.04886,0.950413,230,0.096154,10,0.903846,94,0.049587,12,0.958333,0.950413,0.954357,0.84968,0.98951,0.994145,0.893064,0.089589,0.910411,0.106936,0.906935,0.893064,0.886911,0.803975,0.982809,0.944452,0.727276,0.893064,0,0.022,0,0.03125,0,31.25,120675,118910,30850,100,39.450867,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,311,34,0,90.144928,9.855072,0,0.787938,0.081679,0.190772,35.683964,56.477622,415.901949,116.836007,299.065942,1.205513,0.338655,0.866858,295.322527,0.856007,71.007728,0.938017,227,0.029126,3,0.970874,100,0.061983,15,0.986957,0.938017,0.961864,0.882318,0.991334,0.995037,0.901449,0.045817,0.954183,0.098551,0.925187,0.901449,0.897791,0.835848,0.983243,0.932765,0.729355,0.901449,0,0.021,0,0.015625,0,15.625,120760,118995,30765,100,38.985507,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,305,40,0,88.405797,11.594203,0,0.744898,0.081534,0.194568,35.651425,57.668018,413.465974,118.502326,294.963649,1.198452,0.343485,0.854967,294.449449,0.853477,71.214917,0.946281,229,0.067961,7,0.932039,96,0.053719,13,0.970339,0.946281,0.958159,0.864589,0.987302,0.993794,0.884058,0.073715,0.926285,0.115942,0.893049,0.884058,0.876158,0.799883,0.979858,0.924599,0.633801,0.884058,0.001,0.021,0.015625,0.015625,15.625,15.625,120760,118995,30765,100,38.405797,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,307,39,0,88.728324,11.271676,0,0.751391,0.082888,0.191329,36.157389,56.528426,418.068304,117.854173,300.214132,1.20829,0.340619,0.867671,297.224963,0.859032,71.094833,0.954545,231,0.076923,8,0.923077,96,0.045455,11,0.966527,0.954545,0.960499,0.870645,0.989371,0.994424,0.887283,0.078019,0.921981,0.112717,0.901705,0.887283,0.875041,0.803239,0.983482,0.934995,0.627951,0.887283,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,38.583815,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,315,31,0,91.040462,8.959538,0,0.80262,0.077687,0.182833,33.888695,54.018294,418.068304,107.752789,310.315515,1.20829,0.311424,0.896866,307.650301,0.889163,73.588526,0.966942,234,0.048077,5,0.951923,99,0.033058,8,0.979079,0.966942,0.972973,0.91156,0.994239,0.996972,0.910405,0.054421,0.945579,0.089595,0.923657,0.910405,0.897984,0.84899,0.987247,0.940218,0.677431,0.910405,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,38.945087,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,317,29,0,91.618497,8.381503,0,0.819811,0.076965,0.181525,33.573598,53.631656,418.068304,107.052794,311.01551,1.20829,0.309401,0.898889,308.004816,0.890187,73.673324,0.946281,229,0.028846,3,0.971154,101,0.053719,13,0.987069,0.946281,0.966245,0.894959,0.991716,0.995559,0.916185,0.041685,0.958315,0.083815,0.933094,0.916185,0.912549,0.856582,0.987966,0.957174,0.779103,0.916185,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,38.656069,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,317,28,0,91.884058,8.115942,0,0.818755,0.072696,0.175294,31.786933,51.955278,413.465974,100.759719,312.706256,1.198452,0.292057,0.906395,310.21498,0.899174,75.027935,0.971074,235,0.067961,7,0.932039,96,0.028926,7,0.971074,0.971074,0.971074,0.903113,0.995467,0.997507,0.918841,0.06516,0.93484,0.081159,0.928205,0.918841,0.91211,0.857678,0.988913,0.949491,0.749397,0.918841,0,0.021,0,0.015625,0,15.625,120760,118995,30765,100,38.115942,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,300,45,0,86.956522,13.043478,0,0.719968,0.096747,0.211897,42.266922,62.731856,415.901949,139.969549,275.9324,1.205513,0.405709,0.799804,272.614882,0.790188,65.547873,0.917355,222,0.07767,8,0.92233,95,0.082645,20,0.965217,0.917355,0.940678,0.815136,0.984133,0.991751,0.869565,0.08338,0.91662,0.130435,0.88568,0.869565,0.866605,0.765489,0.973801,0.916162,0.688523,0.869565,0,0.022,0,0.015625,0,15.625,120760,118995,30765,100,40.362319,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,316,30,0,91.32948,8.67052,0,0.805901,0.073787,0.177418,32.187174,52.418338,418.068304,104.787465,313.280839,1.20829,0.302854,0.905436,311.945271,0.901576,74.615862,0.979339,237,0.076923,8,0.923077,96,0.020661,5,0.967347,0.979339,0.973306,0.910096,0.993583,0.99671,0.913295,0.070573,0.929427,0.086705,0.919069,0.913295,0.904599,0.85287,0.988416,0.949229,0.711535,0.913295,0,0.022,0,0.015625,0,15.625,120675,118910,30850,100,38.511561,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,310,36,0,89.595376,10.404624,0,0.772854,0.082021,0.188897,35.779274,55.809998,418.068304,117.601594,300.46671,1.20829,0.339889,0.868401,299.324735,0.8651,71.597089,0.946281,229,0.067308,7,0.932692,97,0.053719,13,0.970339,0.946281,0.958159,0.865461,0.990484,0.995121,0.895954,0.070354,0.929646,0.104046,0.912556,0.895954,0.884509,0.812868,0.984164,0.938627,0.67023,0.895954,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,39.739884,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,305,41,0,88.150289,11.849711,0,0.745479,0.085777,0.197021,37.417775,58.210172,418.068304,120.816691,297.251613,1.20829,0.349181,0.859109,293.064586,0.847007,70.09969,0.929752,225,0.038462,4,0.961538,100,0.070248,17,0.982533,0.929752,0.955414,0.863839,0.988418,0.993635,0.881503,0.057511,0.942489,0.118497,0.912928,0.881503,0.871113,0.801174,0.981659,0.934391,0.625269,0.881503,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,38.800578,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,313,32,0,90.724638,9.275362,0,0.799415,0.085591,0.191872,37.425291,56.86906,413.465974,119.071733,294.394241,1.198452,0.345135,0.853317,290.289102,0.841418,70.208704,0.938017,227,0.058252,6,0.941748,97,0.061983,15,0.974249,0.938017,0.955789,0.859816,0.992056,0.995479,0.907246,0.061794,0.938206,0.092754,0.920047,0.907246,0.906921,0.829801,0.983538,0.935613,0.797697,0.907246,0,0.021,0,0.015625,0,15.625,120760,118995,30765,100,40.072464,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1383,345,321,24,0,93.043478,6.956522,0,0.848902,0.072841,0.172839,31.822805,51.16868,415.901949,97.649496,318.252453,1.205513,0.283042,0.922471,314.451263,0.911453,75.607066,0.958678,232,0.029126,3,0.970874,100,0.041322,10,0.987234,0.958678,0.972746,0.912787,0.995366,0.99733,0.930435,0.037628,0.962372,0.069565,0.941832,0.930435,0.925732,0.878748,0.991356,0.965157,0.809004,0.930435,0,0.02,0,0.015625,0,15.625,120760,118995,30765,100,37.608696,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,314,32,0,90.751445,9.248555,0,0.796009,0.082166,0.186047,35.842293,54.967874,418.068304,113.749634,304.31867,1.20829,0.328756,0.879534,299.679501,0.866126,71.681947,0.96281,233,0.057692,6,0.942308,98,0.03719,9,0.974895,0.96281,0.968815,0.897922,0.994497,0.996854,0.907514,0.061861,0.938139,0.092486,0.92279,0.907514,0.897968,0.842415,0.98783,0.950167,0.699203,0.907514,0,0.021,0,0.015625,0,15.625,120675,118910,30850,100,39.956647,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201211.2001,1382,346,314,32,0,90.751445,9.248555,0,0.794082,0.073931,0.178271,32.250193,52.670301,418.068304,104.608047,313.460257,1.20829,0.302335,0.905955,310.797281,0.898258,74.341269,0.966942,234,0.096154,10,0.903846,94,0.033058,8,0.959016,0.966942,0.962963,0.875673,0.992371,0.995887,0.907514,0.084738,0.915262,0.092486,0.913861,0.907514,0.903338,0.83195,0.986806,0.952487,0.769191,0.907514,0,0.022,0,0.015625,0,15.625,120675,118910,30850,100,38.150289,?,?,?,?
